time,play_by_play,UCLA,USC,quarter,date
2:50,Subbing in for UCLA-Janiah Barker,57,62,4,"February 13, 2025"
2:50,JuJu Watkins made Free Throw.,57,63,4,"February 13, 2025"
2:50,JuJu Watkins made Free Throw.,57,64,4,"February 13, 2025"
2:31,Lauren Betts missed Jumper.,57,64,4,"February 13, 2025"
2:31,JuJu Watkins Block.,57,64,4,"February 13, 2025"
2:27,JuJu Watkins Defensive Rebound.,57,64,4,"February 13, 2025"
2:25,Kiki Iriafen made Layup. Assisted by JuJu Watkins.,57,66,4,"February 13, 2025"
2:25,Foul on Janiah Barker.,57,66,4,"February 13, 2025"
2:25,Subbing out for UCLA-Gabriela Jaquez,57,66,4,"February 13, 2025"
2:25,Subbing in for UCLA-Timea Gardiner,57,66,4,"February 13, 2025"
2:25,Kiki Iriafen made Free Throw.,57,67,4,"February 13, 2025"
2:10,Foul on Kiki Iriafen.,57,67,4,"February 13, 2025"
2:10,Kiki Rice made Free Throw.,58,67,4,"February 13, 2025"
2:10,Kiki Rice missed Free Throw.,58,67,4,"February 13, 2025"
2:09,Clarice Akunwafo Defensive Rebound.,58,67,4,"February 13, 2025"
2:07,Foul on Janiah Barker.,58,67,4,"February 13, 2025"
2:07,Subbing out for UCLA-Janiah Barker,58,67,4,"February 13, 2025"
2:07,Subbing in for UCLA-Angela Dugalic,58,67,4,"February 13, 2025"
2:07,Subbing out for UCLA-Timea Gardiner,58,67,4,"February 13, 2025"
2:07,Subbing in for UCLA-Gabriela Jaquez,58,67,4,"February 13, 2025"
2:07,Clarice Akunwafo missed Free Throw.,58,67,4,"February 13, 2025"
2:07,USC Deadball Team Rebound.,58,67,4,"February 13, 2025"
2:07,Clarice Akunwafo missed Free Throw.,58,67,4,"February 13, 2025"
2:06,Lauren Betts Defensive Rebound.,58,67,4,"February 13, 2025"
1:49,Lauren Betts missed Layup.,58,67,4,"February 13, 2025"
1:49,JuJu Watkins Block.,58,67,4,"February 13, 2025"
1:46,Talia von Oelhoffen Defensive Rebound.,58,67,4,"February 13, 2025"
1:30,JuJu Watkins missed Layup.,58,67,4,"February 13, 2025"
1:27,JuJu Watkins Offensive Rebound.,58,67,4,"February 13, 2025"
1:20,Talia von Oelhoffen missed Layup.,58,67,4,"February 13, 2025"
1:17,Kiki Iriafen Offensive Rebound.,58,67,4,"February 13, 2025"
1:17,Kiki Iriafen made Two Point Tip Shot.,58,69,4,"February 13, 2025"
1:14,Foul on Kennedy Smith.,58,69,4,"February 13, 2025"
1:14,Subbing out for UCLA-Angela Dugalic,58,69,4,"February 13, 2025"
1:14,Subbing in for UCLA-Timea Gardiner,58,69,4,"February 13, 2025"
1:14,Kiki Rice missed Free Throw.,58,69,4,"February 13, 2025"
1:14,UCLA Deadball Team Rebound.,58,69,4,"February 13, 2025"
1:14,Kiki Rice missed Free Throw.,58,69,4,"February 13, 2025"
1:12,Kiki Iriafen Defensive Rebound.,58,69,4,"February 13, 2025"
0:46,JuJu Watkins missed Jumper.,58,69,4,"February 13, 2025"
0:41,Londynn Jones Defensive Rebound.,58,69,4,"February 13, 2025"
0:38,Londynn Jones missed Three Point Jumper.,58,69,4,"February 13, 2025"
0:35,Talia von Oelhoffen Defensive Rebound.,58,69,4,"February 13, 2025"
0:31,Foul on Gabriela Jaquez.,58,69,4,"February 13, 2025"
0:31,Subbing out for UCLA-Timea Gardiner,58,69,4,"February 13, 2025"
0:31,Subbing out for UCLA-Lauren Betts,58,69,4,"February 13, 2025"
0:31,Subbing in for UCLA-Kendall Dudley,58,69,4,"February 13, 2025"
0:31,Subbing in for UCLA-Angela Dugalic,58,69,4,"February 13, 2025"
0:31,Talia von Oelhoffen made Free Throw.,58,70,4,"February 13, 2025"
0:31,Talia von Oelhoffen made Free Throw.,58,71,4,"February 13, 2025"
0:31,UCLA Timeout,58,71,4,"February 13, 2025"
0:31,Subbing out for USC-Clarice Akunwafo,58,71,4,"February 13, 2025"
0:31,Subbing in for USC-Avery Howell,58,71,4,"February 13, 2025"
0:13,Angela Dugalic missed Three Point Jumper.,58,71,4,"February 13, 2025"
0:11,Gabriela Jaquez Offensive Rebound.,58,71,4,"February 13, 2025"
0:11,Gabriela Jaquez made Two Point Tip Shot.,60,71,4,"February 13, 2025"
0:10,Subbing out for UCLA-Kendall Dudley,60,71,4,"February 13, 2025"
0:10,Subbing in for UCLA-Timea Gardiner,60,71,4,"February 13, 2025"
0:00,End of 4th Quarter,60,71,4,"February 13, 2025"
0:00,End of Game,60,71,4,"February 13, 2025"
10:00,Start game,0,0,1,"March 1, 2025"
9:59,Jump Ball won by UCLA,0,0,1,"March 1, 2025"
9:59,Jump Ball lost by USC,0,0,1,"March 1, 2025"
9:41,Lauren Betts missed Layup.,0,0,1,"March 1, 2025"
9:38,Lauren Betts Offensive Rebound.,0,0,1,"March 1, 2025"
9:36,Angela Dugalic missed Jumper.,0,0,1,"March 1, 2025"
9:32,Kiki Iriafen Defensive Rebound.,0,0,1,"March 1, 2025"
9:26,JuJu Watkins made Three Point Jumper.,0,3,1,"March 1, 2025"
8:55,Lauren Betts missed Layup.,0,3,1,"March 1, 2025"
8:53,Rayah Marshall Defensive Rebound.,0,3,1,"March 1, 2025"
8:46,Kiki Iriafen missed Jumper.,0,3,1,"March 1, 2025"
8:44,Kiki Iriafen Offensive Rebound.,0,3,1,"March 1, 2025"
8:42,Rayah Marshall made Jumper. Assisted by Kiki Iriafen.,0,5,1,"March 1, 2025"
8:29,Kiki Rice missed Layup.,0,5,1,"March 1, 2025"
8:27,Kennedy Smith Defensive Rebound.,0,5,1,"March 1, 2025"
8:21,Kennedy Smith missed Layup.,0,5,1,"March 1, 2025"
8:19,Londynn Jones Defensive Rebound.,0,5,1,"March 1, 2025"
7:58,Angela Dugalic Turnover.,0,5,1,"March 1, 2025"
7:45,JuJu Watkins made Jumper. Assisted by Rayah Marshall.,0,7,1,"March 1, 2025"
7:31,Angela Dugalic missed Jumper.,0,7,1,"March 1, 2025"
7:30,Lauren Betts Offensive Rebound.,0,7,1,"March 1, 2025"
7:30,Lauren Betts Turnover.,0,7,1,"March 1, 2025"
7:30,Talia von Oelhoffen Steal.,0,7,1,"March 1, 2025"
7:30,Angela Dugalic subbing out for UCLA,0,7,1,"March 1, 2025"
7:30,Janiah Barker subbing in for UCLA,0,7,1,"March 1, 2025"
7:06,Rayah Marshall missed Jumper.,0,7,1,"March 1, 2025"
7:02,Kiki Iriafen Offensive Rebound.,0,7,1,"March 1, 2025"
7:00,Rayah Marshall made Jumper. Assisted by Kiki Iriafen.,0,9,1,"March 1, 2025"
6:43,Foul on Kiki Iriafen.,0,9,1,"March 1, 2025"
6:43,Rayah Marshall subbing out for USC,0,9,1,"March 1, 2025"
6:43,Clarice Akunwafo subbing in for USC,0,9,1,"March 1, 2025"
6:42,Janiah Barker missed Jumper.,0,9,1,"March 1, 2025"
6:37,Talia von Oelhoffen Defensive Rebound.,0,9,1,"March 1, 2025"
6:33,Talia von Oelhoffen Turnover.,0,9,1,"March 1, 2025"
6:33,Londynn Jones Steal.,0,9,1,"March 1, 2025"
6:26,Gabriela Jaquez missed Three Point Jumper.,0,9,1,"March 1, 2025"
6:22,Gabriela Jaquez Offensive Rebound.,0,9,1,"March 1, 2025"
6:21,Gabriela Jaquez missed Jumper.,0,9,1,"March 1, 2025"
6:19,JuJu Watkins Defensive Rebound.,0,9,1,"March 1, 2025"
6:13,JuJu Watkins missed Layup.,0,9,1,"March 1, 2025"
6:11,Lauren Betts Defensive Rebound.,0,9,1,"March 1, 2025"
5:58,Janiah Barker made Jumper. Assisted by Kiki Rice.,2,9,1,"March 1, 2025"
5:37,Talia von Oelhoffen made Three Point Jumper. Assisted by JuJu Watkins.,2,12,1,"March 1, 2025"
5:36,Foul on Gabriela Jaquez.,2,12,1,"March 1, 2025"
5:36,Kennedy Smith subbing out for USC,2,12,1,"March 1, 2025"
5:36,Avery Howell subbing in for USC,2,12,1,"March 1, 2025"
5:36,Talia von Oelhoffen made Free Throw.,2,13,1,"March 1, 2025"
5:36,Londynn Jones subbing out for UCLA,2,13,1,"March 1, 2025"
5:36,Gabriela Jaquez subbing out for UCLA,2,13,1,"March 1, 2025"
5:36,Elina Aarnisalo subbing in for UCLA,2,13,1,"March 1, 2025"
5:36,Timea Gardiner subbing in for UCLA,2,13,1,"March 1, 2025"
5:36,Talia von Oelhoffen subbing out for USC,2,13,1,"March 1, 2025"
5:36,Kayleigh Heckel subbing in for USC,2,13,1,"March 1, 2025"
5:20,Kiki Rice made Jumper.,4,13,1,"March 1, 2025"
5:09,JuJu Watkins made Jumper.,4,15,1,"March 1, 2025"
4:59,Foul on Clarice Akunwafo.,4,15,1,"March 1, 2025"
4:59,Official TV Timeout,4,15,1,"March 1, 2025"
4:48,Janiah Barker missed Layup.,4,15,1,"March 1, 2025"
4:47,USC Defensive Rebound.,4,15,1,"March 1, 2025"
4:26,Kiki Iriafen missed Jumper.,4,15,1,"March 1, 2025"
4:22,Elina Aarnisalo Defensive Rebound.,4,15,1,"March 1, 2025"
4:17,Timea Gardiner made Three Point Jumper. Assisted by Kiki Rice.,7,15,1,"March 1, 2025"
4:05,Kayleigh Heckel missed Jumper.,7,15,1,"March 1, 2025"
4:03,UCLA Defensive Rebound.,7,15,1,"March 1, 2025"
4:03,Avery Howell subbing out for USC,7,15,1,"March 1, 2025"
4:03,Clarice Akunwafo subbing out for USC,7,15,1,"March 1, 2025"
4:03,Kennedy Smith subbing in for USC,7,15,1,"March 1, 2025"
4:03,Rayah Marshall subbing in for USC,7,15,1,"March 1, 2025"
3:44,Janiah Barker made Jumper.,9,15,1,"March 1, 2025"
3:44,Foul on Kiki Iriafen.,9,15,1,"March 1, 2025"
3:44,Kayleigh Heckel subbing out for USC,9,15,1,"March 1, 2025"
3:44,Kiki Iriafen subbing out for USC,9,15,1,"March 1, 2025"
3:44,Avery Howell subbing in for USC,9,15,1,"March 1, 2025"
3:44,Talia von Oelhoffen subbing in for USC,9,15,1,"March 1, 2025"
3:44,Janiah Barker made Free Throw.,10,15,1,"March 1, 2025"
3:23,JuJu Watkins made Three Point Jumper. Assisted by Rayah Marshall.,10,18,1,"March 1, 2025"
3:02,Lauren Betts made Jumper. Assisted by Elina Aarnisalo.,12,18,1,"March 1, 2025"
2:48,JuJu Watkins made Three Point Jumper.,12,21,1,"March 1, 2025"
2:34,Foul on Rayah Marshall.,12,21,1,"March 1, 2025"
2:31,Timea Gardiner made Layup. Assisted by Elina Aarnisalo.,14,21,1,"March 1, 2025"
2:19,Avery Howell missed Three Point Jumper.,14,21,1,"March 1, 2025"
2:15,Janiah Barker Defensive Rebound.,14,21,1,"March 1, 2025"
2:15,Foul on Kennedy Smith.,14,21,1,"March 1, 2025"
2:15,Timea Gardiner subbing out for UCLA,14,21,1,"March 1, 2025"
2:15,Gabriela Jaquez subbing in for UCLA,14,21,1,"March 1, 2025"
2:15,Janiah Barker missed Free Throw.,14,21,1,"March 1, 2025"
2:15,UCLA Deadball Team Rebound.,14,21,1,"March 1, 2025"
2:15,Janiah Barker made Free Throw.,15,21,1,"March 1, 2025"
2:15,Janiah Barker subbing out for UCLA,15,21,1,"March 1, 2025"
2:15,Angela Dugalic subbing in for UCLA,15,21,1,"March 1, 2025"
1:59,Kennedy Smith missed Layup.,15,21,1,"March 1, 2025"
1:58,Lauren Betts Defensive Rebound.,15,21,1,"March 1, 2025"
1:58,Foul on Kennedy Smith.,15,21,1,"March 1, 2025"
1:58,Kennedy Smith subbing out for USC,15,21,1,"March 1, 2025"
1:58,Kayleigh Heckel subbing in for USC,15,21,1,"March 1, 2025"
1:58,Lauren Betts missed Free Throw.,15,21,1,"March 1, 2025"
1:58,UCLA Deadball Team Rebound.,15,21,1,"March 1, 2025"
1:56,Lauren Betts missed Free Throw.,15,21,1,"March 1, 2025"
1:55,Rayah Marshall Defensive Rebound.,15,21,1,"March 1, 2025"
1:52,JuJu Watkins missed Three Point Jumper.,15,21,1,"March 1, 2025"
1:49,Elina Aarnisalo Defensive Rebound.,15,21,1,"March 1, 2025"
1:46,Kiki Rice Turnover.,15,21,1,"March 1, 2025"
1:46,JuJu Watkins Steal.,15,21,1,"March 1, 2025"
1:40,Kayleigh Heckel made Layup. Assisted by Talia von Oelhoffen.,15,23,1,"March 1, 2025"
1:34,Foul on Talia von Oelhoffen.,15,23,1,"March 1, 2025"
1:34,Elina Aarnisalo subbing out for UCLA,15,23,1,"March 1, 2025"
1:34,Londynn Jones subbing in for UCLA,15,23,1,"March 1, 2025"
1:34,Kiki Rice made Free Throw.,16,23,1,"March 1, 2025"
1:34,Kiki Rice made Free Throw.,17,23,1,"March 1, 2025"
1:21,JuJu Watkins missed Three Point Jumper.,17,23,1,"March 1, 2025"
1:18,Angela Dugalic Defensive Rebound.,17,23,1,"March 1, 2025"
1:10,Angela Dugalic missed Three Point Jumper.,17,23,1,"March 1, 2025"
1:06,Talia von Oelhoffen Defensive Rebound.,17,23,1,"March 1, 2025"
1:02,Kayleigh Heckel missed Layup.,17,23,1,"March 1, 2025"
1:02,Kiki Rice Block.,17,23,1,"March 1, 2025"
0:59,USC Offensive Rebound.,17,23,1,"March 1, 2025"
0:59,Lauren Betts subbing out for UCLA,17,23,1,"March 1, 2025"
0:59,Janiah Barker subbing in for UCLA,17,23,1,"March 1, 2025"
0:43,Talia von Oelhoffen missed Layup.,17,23,1,"March 1, 2025"
0:41,Kiki Rice Defensive Rebound.,17,23,1,"March 1, 2025"
0:35,Angela Dugalic made Three Point Jumper. Assisted by Kiki Rice.,20,23,1,"March 1, 2025"
0:01,USC Turnover.,20,23,1,"March 1, 2025"
0:01,Kiki Rice subbing out for UCLA,20,23,1,"March 1, 2025"
0:01,Timea Gardiner subbing in for UCLA,20,23,1,"March 1, 2025"
0:01,JuJu Watkins subbing out for USC,20,23,1,"March 1, 2025"
0:01,Rayah Marshall subbing out for USC,20,23,1,"March 1, 2025"
0:01,Kennedy Smith subbing in for USC,20,23,1,"March 1, 2025"
0:01,Clarice Akunwafo subbing in for USC,20,23,1,"March 1, 2025"
0:00,End of 1st Quarter,20,23,1,"March 1, 2025"
10:00,Londynn Jones subbing out for UCLA,20,23,2,"March 1, 2025"
10:00,Kiki Rice subbing in for UCLA,20,23,2,"March 1, 2025"
10:00,Kayleigh Heckel subbing out for USC,20,23,2,"March 1, 2025"
10:00,Kiki Iriafen subbing in for USC,20,23,2,"March 1, 2025"
9:33,Gabriela Jaquez missed Jumper.,20,23,2,"March 1, 2025"
9:32,USC Defensive Rebound.,20,23,2,"March 1, 2025"
9:13,Kennedy Smith made Three Point Jumper. Assisted by Avery Howell.,20,26,2,"March 1, 2025"
8:57,Angela Dugalic Turnover.,20,26,2,"March 1, 2025"
8:57,Kennedy Smith Steal.,20,26,2,"March 1, 2025"
8:53,Kiki Iriafen made Layup. Assisted by Kennedy Smith.,20,28,2,"March 1, 2025"
8:40,Foul on Kiki Iriafen.,20,28,2,"March 1, 2025"
8:40,Angela Dugalic subbing out for UCLA,20,28,2,"March 1, 2025"
8:40,Lauren Betts subbing in for UCLA,20,28,2,"March 1, 2025"
8:40,Kiki Iriafen subbing out for USC,20,28,2,"March 1, 2025"
8:40,JuJu Watkins subbing in for USC,20,28,2,"March 1, 2025"
8:34,Kiki Rice missed Three Point Jumper.,20,28,2,"March 1, 2025"
8:31,Gabriela Jaquez Offensive Rebound.,20,28,2,"March 1, 2025"
8:29,Foul on Talia von Oelhoffen.,20,28,2,"March 1, 2025"
8:21,Janiah Barker Turnover.,20,28,2,"March 1, 2025"
8:03,Clarice Akunwafo missed Layup.,20,28,2,"March 1, 2025"
8:01,Clarice Akunwafo Offensive Rebound.,20,28,2,"March 1, 2025"
7:47,Talia von Oelhoffen Turnover.,20,28,2,"March 1, 2025"
7:37,Kiki Rice missed Jumper.,20,28,2,"March 1, 2025"
7:33,Talia von Oelhoffen Defensive Rebound.,20,28,2,"March 1, 2025"
7:27,Foul on Kiki Rice.,20,28,2,"March 1, 2025"
7:27,Janiah Barker subbing out for UCLA,20,28,2,"March 1, 2025"
7:27,Elina Aarnisalo subbing in for UCLA,20,28,2,"March 1, 2025"
7:27,JuJu Watkins made Free Throw.,20,29,2,"March 1, 2025"
7:27,JuJu Watkins made Free Throw.,20,30,2,"March 1, 2025"
7:05,Lauren Betts missed Layup.,20,30,2,"March 1, 2025"
7:05,Clarice Akunwafo Block.,20,30,2,"March 1, 2025"
7:05,UCLA Offensive Rebound.,20,30,2,"March 1, 2025"
7:03,Gabriela Jaquez made Layup. Assisted by Kiki Rice.,22,30,2,"March 1, 2025"
6:46,Kennedy Smith missed Three Point Jumper.,22,30,2,"March 1, 2025"
6:41,Gabriela Jaquez Defensive Rebound.,22,30,2,"March 1, 2025"
6:30,Gabriela Jaquez made Layup. Assisted by Lauren Betts.,24,30,2,"March 1, 2025"
6:21,JuJu Watkins missed Jumper.,24,30,2,"March 1, 2025"
6:20,USC Deadball Team Rebound.,24,30,2,"March 1, 2025"
6:20,Foul on Timea Gardiner.,24,30,2,"March 1, 2025"
6:20,Timea Gardiner subbing out for UCLA,24,30,2,"March 1, 2025"
6:20,Londynn Jones subbing in for UCLA,24,30,2,"March 1, 2025"
6:20,Avery Howell subbing out for USC,24,30,2,"March 1, 2025"
6:20,Kayleigh Heckel subbing in for USC,24,30,2,"March 1, 2025"
5:59,Kennedy Smith made Jumper.,24,32,2,"March 1, 2025"
5:46,Kiki Rice Turnover.,24,32,2,"March 1, 2025"
5:46,Kayleigh Heckel Steal.,24,32,2,"March 1, 2025"
5:39,Talia von Oelhoffen made Jumper. Assisted by Kayleigh Heckel.,24,34,2,"March 1, 2025"
5:37,UCLA Timeout,24,34,2,"March 1, 2025"
5:37,Clarice Akunwafo subbing out for USC,24,34,2,"March 1, 2025"
5:37,Rayah Marshall subbing in for USC,24,34,2,"March 1, 2025"
5:12,Londynn Jones missed Three Point Jumper.,24,34,2,"March 1, 2025"
5:07,Lauren Betts Offensive Rebound.,24,34,2,"March 1, 2025"
4:55,Lauren Betts made Layup. Assisted by Gabriela Jaquez.,26,34,2,"March 1, 2025"
4:46,Kayleigh Heckel missed Three Point Jumper.,26,34,2,"March 1, 2025"
4:43,Elina Aarnisalo Defensive Rebound.,26,34,2,"March 1, 2025"
4:39,Elina Aarnisalo Turnover.,26,34,2,"March 1, 2025"
4:24,Kennedy Smith missed Layup.,26,34,2,"March 1, 2025"
4:22,Lauren Betts Defensive Rebound.,26,34,2,"March 1, 2025"
4:14,Kiki Rice missed Layup.,26,34,2,"March 1, 2025"
4:13,Lauren Betts Offensive Rebound.,26,34,2,"March 1, 2025"
4:13,Lauren Betts missed Layup.,26,34,2,"March 1, 2025"
4:13,Lauren Betts Offensive Rebound.,26,34,2,"March 1, 2025"
4:13,Lauren Betts Turnover.,26,34,2,"March 1, 2025"
3:58,JuJu Watkins made Jumper.,26,36,2,"March 1, 2025"
3:42,Kiki Rice missed Jumper.,26,36,2,"March 1, 2025"
3:37,Talia von Oelhoffen Defensive Rebound.,26,36,2,"March 1, 2025"
3:33,Kennedy Smith made Layup.,26,38,2,"March 1, 2025"
3:16,Lauren Betts Turnover.,26,38,2,"March 1, 2025"
3:16,Elina Aarnisalo subbing out for UCLA,26,38,2,"March 1, 2025"
3:16,Janiah Barker subbing in for UCLA,26,38,2,"March 1, 2025"
3:16,Kayleigh Heckel subbing out for USC,26,38,2,"March 1, 2025"
3:16,Clarice Akunwafo subbing in for USC,26,38,2,"March 1, 2025"
3:00,Clarice Akunwafo made Layup. Assisted by Rayah Marshall.,26,40,2,"March 1, 2025"
2:41,Janiah Barker missed Layup.,26,40,2,"March 1, 2025"
2:38,Lauren Betts Offensive Rebound.,26,40,2,"March 1, 2025"
2:31,Foul on Rayah Marshall.,26,40,2,"March 1, 2025"
2:31,Londynn Jones subbing out for UCLA,26,40,2,"March 1, 2025"
2:31,Lauren Betts subbing out for UCLA,26,40,2,"March 1, 2025"
2:31,Timea Gardiner subbing in for UCLA,26,40,2,"March 1, 2025"
2:31,Angela Dugalic subbing in for UCLA,26,40,2,"March 1, 2025"
2:31,Rayah Marshall subbing out for USC,26,40,2,"March 1, 2025"
2:31,Avery Howell subbing in for USC,26,40,2,"March 1, 2025"
2:31,Janiah Barker made Free Throw.,27,40,2,"March 1, 2025"
2:31,Janiah Barker made Free Throw.,28,40,2,"March 1, 2025"
2:15,Kennedy Smith missed Three Point Jumper.,28,40,2,"March 1, 2025"
2:12,Clarice Akunwafo Offensive Rebound.,28,40,2,"March 1, 2025"
2:08,Clarice Akunwafo Turnover.,28,40,2,"March 1, 2025"
2:03,Foul on JuJu Watkins.,28,40,2,"March 1, 2025"
2:03,Gabriela Jaquez made Layup. Assisted by Kiki Rice.,30,40,2,"March 1, 2025"
1:53,Foul on Kiki Rice.,30,40,2,"March 1, 2025"
1:53,Kiki Rice subbing out for UCLA,30,40,2,"March 1, 2025"
1:53,Elina Aarnisalo subbing in for UCLA,30,40,2,"March 1, 2025"
1:39,JuJu Watkins missed Three Point Jumper.,30,40,2,"March 1, 2025"
1:33,Clarice Akunwafo Offensive Rebound.,30,40,2,"March 1, 2025"
1:31,Clarice Akunwafo Turnover.,30,40,2,"March 1, 2025"
1:31,Angela Dugalic Steal.,30,40,2,"March 1, 2025"
1:22,Janiah Barker Turnover.,30,40,2,"March 1, 2025"
1:22,JuJu Watkins Steal.,30,40,2,"March 1, 2025"
1:15,JuJu Watkins made Layup.,30,42,2,"March 1, 2025"
1:15,Foul on Elina Aarnisalo.,30,42,2,"March 1, 2025"
1:15,Kennedy Smith subbing out for USC,30,42,2,"March 1, 2025"
1:15,Kayleigh Heckel subbing in for USC,30,42,2,"March 1, 2025"
1:15,JuJu Watkins made Free Throw.,30,43,2,"March 1, 2025"
1:07,Foul on Talia von Oelhoffen.,30,43,2,"March 1, 2025"
1:07,Talia von Oelhoffen subbing out for USC,30,43,2,"March 1, 2025"
1:07,Malia Samuels subbing in for USC,30,43,2,"March 1, 2025"
1:07,Elina Aarnisalo made Free Throw.,31,43,2,"March 1, 2025"
1:07,Elina Aarnisalo made Free Throw.,32,43,2,"March 1, 2025"
0:46,Kayleigh Heckel missed Layup.,32,43,2,"March 1, 2025"
0:46,Timea Gardiner Block.,32,43,2,"March 1, 2025"
0:46,USC Offensive Rebound.,32,43,2,"March 1, 2025"
0:35,JuJu Watkins made Three Point Jumper.,32,46,2,"March 1, 2025"
0:27,Elina Aarnisalo Turnover.,32,46,2,"March 1, 2025"
0:04,JuJu Watkins Turnover.,32,46,2,"March 1, 2025"
0:04,Elina Aarnisalo Steal.,32,46,2,"March 1, 2025"
0:00,End of 2nd Quarter,32,46,2,"March 1, 2025"
10:00,Janiah Barker subbing out for UCLA,32,46,3,"March 1, 2025"
10:00,Elina Aarnisalo subbing out for UCLA,32,46,3,"March 1, 2025"
10:00,Timea Gardiner subbing out for UCLA,32,46,3,"March 1, 2025"
10:00,Kiki Rice subbing in for UCLA,32,46,3,"March 1, 2025"
10:00,Londynn Jones subbing in for UCLA,32,46,3,"March 1, 2025"
10:00,Lauren Betts subbing in for UCLA,32,46,3,"March 1, 2025"
10:00,Kayleigh Heckel subbing out for USC,32,46,3,"March 1, 2025"
10:00,Malia Samuels subbing out for USC,32,46,3,"March 1, 2025"
10:00,Avery Howell subbing out for USC,32,46,3,"March 1, 2025"
10:00,Clarice Akunwafo subbing out for USC,32,46,3,"March 1, 2025"
10:00,Kennedy Smith subbing in for USC,32,46,3,"March 1, 2025"
10:00,Rayah Marshall subbing in for USC,32,46,3,"March 1, 2025"
10:00,Kiki Iriafen subbing in for USC,32,46,3,"March 1, 2025"
10:00,Talia von Oelhoffen subbing in for USC,32,46,3,"March 1, 2025"
9:43,Kiki Iriafen made Layup. Assisted by Rayah Marshall.,32,48,3,"March 1, 2025"
9:22,Angela Dugalic made Three Point Jumper. Assisted by Kiki Rice.,35,48,3,"March 1, 2025"
9:03,Kiki Iriafen made Jumper. Assisted by Talia von Oelhoffen.,35,50,3,"March 1, 2025"
8:42,Lauren Betts Turnover.,35,50,3,"March 1, 2025"
8:24,Talia von Oelhoffen missed Three Point Jumper.,35,50,3,"March 1, 2025"
8:20,Lauren Betts Defensive Rebound.,35,50,3,"March 1, 2025"
8:11,Londynn Jones made Three Point Jumper. Assisted by Gabriela Jaquez.,38,50,3,"March 1, 2025"
7:46,Talia von Oelhoffen made Layup.,38,52,3,"March 1, 2025"
7:29,Londynn Jones made Jumper.,40,52,3,"March 1, 2025"
6:56,JuJu Watkins missed Layup.,40,52,3,"March 1, 2025"
6:56,Lauren Betts Block.,40,52,3,"March 1, 2025"
6:52,Angela Dugalic Defensive Rebound.,40,52,3,"March 1, 2025"
6:49,Foul on Rayah Marshall.,40,52,3,"March 1, 2025"
6:47,Foul on JuJu Watkins.,40,52,3,"March 1, 2025"
6:47,Rayah Marshall subbing out for USC,40,52,3,"March 1, 2025"
6:47,Clarice Akunwafo subbing in for USC,40,52,3,"March 1, 2025"
6:47,Gabriela Jaquez made Free Throw.,41,52,3,"March 1, 2025"
6:46,Gabriela Jaquez missed Free Throw.,41,52,3,"March 1, 2025"
6:46,Kiki Iriafen Defensive Rebound.,41,52,3,"March 1, 2025"
6:30,Foul on Lauren Betts.,41,52,3,"March 1, 2025"
6:30,Kiki Iriafen missed Free Throw.,41,52,3,"March 1, 2025"
6:30,USC Deadball Team Rebound.,41,52,3,"March 1, 2025"
6:30,Kiki Iriafen made Free Throw.,41,53,3,"March 1, 2025"
6:21,Kiki Rice made Layup.,43,53,3,"March 1, 2025"
6:21,Foul on Kennedy Smith.,43,53,3,"March 1, 2025"
6:21,Kiki Rice made Free Throw.,44,53,3,"March 1, 2025"
6:21,Angela Dugalic subbing out for UCLA,44,53,3,"March 1, 2025"
6:21,Janiah Barker subbing in for UCLA,44,53,3,"March 1, 2025"
6:21,Kennedy Smith subbing out for USC,44,53,3,"March 1, 2025"
6:21,Kayleigh Heckel subbing in for USC,44,53,3,"March 1, 2025"
6:03,JuJu Watkins made Jumper.,44,55,3,"March 1, 2025"
5:52,Foul on Talia von Oelhoffen.,44,55,3,"March 1, 2025"
5:52,Talia von Oelhoffen subbing out for USC,44,55,3,"March 1, 2025"
5:52,Avery Howell subbing in for USC,44,55,3,"March 1, 2025"
5:52,Kiki Rice made Free Throw.,45,55,3,"March 1, 2025"
5:52,Kiki Rice made Free Throw.,46,55,3,"March 1, 2025"
5:39,Kiki Iriafen missed Jumper.,46,55,3,"March 1, 2025"
5:37,Clarice Akunwafo Offensive Rebound.,46,55,3,"March 1, 2025"
5:31,JuJu Watkins missed Three Point Jumper.,46,55,3,"March 1, 2025"
5:30,UCLA Defensive Rebound.,46,55,3,"March 1, 2025"
5:14,Londynn Jones missed Three Point Jumper.,46,55,3,"March 1, 2025"
5:12,Kiki Iriafen Defensive Rebound.,46,55,3,"March 1, 2025"
4:56,Kayleigh Heckel Turnover.,46,55,3,"March 1, 2025"
4:56,Londynn Jones Steal.,46,55,3,"March 1, 2025"
4:50,Londynn Jones missed Jumper.,46,55,3,"March 1, 2025"
4:50,UCLA Offensive Rebound.,46,55,3,"March 1, 2025"
4:50,Official TV Timeout,46,55,3,"March 1, 2025"
4:47,Londynn Jones missed Three Point Jumper.,46,55,3,"March 1, 2025"
4:45,Avery Howell Defensive Rebound.,46,55,3,"March 1, 2025"
4:40,Foul on Janiah Barker.,46,55,3,"March 1, 2025"
4:29,Kayleigh Heckel missed Three Point Jumper.,46,55,3,"March 1, 2025"
4:25,Gabriela Jaquez Defensive Rebound.,46,55,3,"March 1, 2025"
4:17,Foul on Clarice Akunwafo.,46,55,3,"March 1, 2025"
4:17,Kiki Rice made Free Throw.,47,55,3,"March 1, 2025"
